Warwick 981: balanced orders and products, 2 products per order
 0 0 1 0 1 0 0 1 1 1
 0 1 1 1 0 0 1 1 0 0
 0 0 1 0 0 1 0 1 1 1
 0 1 0 1 0 0 1 1 1 0
 1 1 0 1 1 1 0 0 0 0
 1 0 0 1 1 0 0 1 1 0
 1 1 0 0 0 0 1 1 0 1
 1 1 0 0 1 0 0 1 0 1
 0 1 1 1 1 0 0 0 0 1
 1 0 0 1 0 1 0 0 1 1
 1 1 0 0 0 1 1 1 0 0
 0 0 1 1 1 0 1 0 1 0
 0 1 1 1 0 1 1 0 0 0
 0 1 0 0 0 1 1 0 1 1
 1 0 1 0 1 0 0 0 1 1
 1 0 0 1 1 1 0 0 0 1
 0 0 0 0 1 1 1 1 1 0

Warwick 1013: balanced orders and products, 5 products per order
20 10
 0 0 1 1 1 1 0 0 1 0
 0 1 1 0 1 0 0 0 1 1
 0 1 0 1 0 1 1 0 1 0
 1 1 0 0 0 0 1 1 0 1
 1 0 0 1 0 1 1 0 0 1
 0 1 1 1 1 0 0 0 1 0
 0 0 0 0 1 1 1 0 1 1
 1 0 0 1 0 1 0 0 1 1
 1 1 0 0 1 1 0 1 0 0
 1 0 1 1 0 0 1 0 0 1
 1 0 0 0 0 1 1 1 1 0
 1 0 1 1 0 1 0 0 0 1
 0 1 1 0 0 0 1 1 1 0
 1 0 1 0 0 0 1 1 1 0
 1 1 0 0 1 0 0 1 1 0
 0 1 1 1 1 0 0 1 0 0
 0 0 1 0 1 1 1 0 0 1
 0 0 0 1 1 1 1 1 0 0
 1 1 0 1 0 0 0 1 0 1
 0 1 1 0 1 0 0 1 0 1

Warwick 1014: balanced orders and products, 5 products per order
20 10
 0 1 0 1 0 1 1 1 0 0
 1 0 0 1 0 0 0 1 1 1
 1 0 1 0 0 1 0 1 1 0
 1 1 0 0 0 1 0 1 1 0
 1 0 1 0 1 1 1 0 0 0
 0 1 0 1 0 1 1 0 0 1
 0 0 1 0 0 0 1 1 1 1
 1 1 1 1 0 0 1 0 0 0
 1 0 0 1 1 1 0 0 0 1
 0 0 1 0 1 1 1 1 0 0
 0 0 0 1 0 1 0 1 1 1
 0 0 0 1 1 0 1 1 1 0
 1 1 0 0 1 0 1 0 0 1
 1 1 1 0 0 0 1 0 0 1
 0 1 1 0 1 1 0 0 1 0
 1 1 1 0 0 0 0 1 0 1
 1 0 0 1 1 0 1 0 1 0
 0 1 0 1 1 0 0 0 1 1
 0 1 1 0 1 0 0 1 0 1
 0 0 1 1 1 1 0 0 1 0

Warwick 1015: balanced orders and products, 5 products per order
20 10
 1 1 0 1 1 0 0 0 1 0
 0 1 1 0 0 0 1 1 0 1
 0 0 1 0 1 1 0 0 1 1
 0 1 1 1 0 1 1 0 0 0
 0 0 1 1 1 1 1 0 0 0
 0 1 1 1 0 0 1 1 0 0
 1 0 0 1 1 0 0 1 1 0
 1 1 0 0 0 1 1 0 0 1
 1 0 1 0 0 0 1 1 0 1
 0 1 1 0 0 0 1 1 0 1
 0 0 0 1 1 0 0 1 1 1
 1 0 0 1 1 1 0 0 1 0
 0 1 0 1 1 1 0 0 1 0
 0 0 1 0 0 1 1 1 1 0
 1 0 0 0 1 0 0 1 1 1
 1 1 0 0 0 1 0 1 1 0
 0 0 1 1 0 0 1 1 0 1
 1 1 0 0 0 1 1 0 0 1
 1 0 1 0 1 1 0 0 0 1
 1 1 0 1 1 0 0 0 1 0

Warwick 1016: balanced orders and products, 5 products per order
20 10
 0 1 1 0 0 0 1 1 0 1
 0 1 0 1 1 1 0 1 0 0
 0 0 1 1 1 0 1 0 1 0
 1 1 0 1 0 1 0 0 0 1
 1 1 1 1 1 0 0 0 0 0
 1 1 0 1 0 0 0 0 1 1
 0 0 0 0 0 1 1 1 1 1
 0 1 1 0 0 1 1 1 0 0
 0 1 0 1 1 0 0 1 1 0
 1 0 1 0 1 0 1 0 0 1
 1 0 0 1 0 0 1 0 1 1
 0 1 0 1 1 0 1 0 0 1
 1 0 1 1 0 1 1 0 0 0
 0 1 1 0 0 1 0 1 1 0
 0 0 1 0 1 0 0 1 1 1
 1 0 0 0 1 1 0 1 0 1
 1 0 1 0 1 0 1 0 1 0
 0 0 1 1 0 1 0 0 1 1
 1 0 0 0 1 1 1 1 0 0
 1 1 0 0 0 1 0 1 1 0

Warwick 1017: balanced orders and products, 5 products per order
20 10
 1 1 0 0 0 0 1 1 0 1
 1 0 1 0 0 1 1 0 1 0
 1 1 0 1 0 1 0 1 0 0
 0 1 0 1 1 1 0 0 1 0
 1 1 0 0 1 1 0 0 0 1
 1 1 0 1 1 0 1 0 0 0
 1 0 0 1 1 0 1 1 0 0
 0 1 0 0 1 1 0 0 1 1
 0 0 1 1 0 1 0 0 1 1
 0 1 1 1 1 0 0 1 0 0
 0 0 1 1 1 0 1 0 0 1
 0 0 1 1 0 0 1 0 1 1
 0 1 1 0 1 0 1 1 0 0
 1 1 0 0 0 0 1 0 1 1
 1 0 1 1 0 1 0 1 0 0
 1 0 1 0 0 0 1 1 0 1
 0 0 1 1 0 1 0 0 1 1
 0 1 0 0 1 0 1 1 1 0
 1 0 1 0 0 1 0 1 1 0
 0 0 0 0 1 1 0 1 1 1

Warwick 1018: balanced orders and products, 5 products per order
20 10
 0 0 0 1 1 0 1 1 1 0
 0 1 0 1 0 1 0 1 1 0
 1 1 0 1 1 1 0 0 0 0
 0 1 0 0 1 0 1 0 1 1
 1 1 0 1 1 0 0 1 0 0
 1 0 0 1 0 0 1 1 1 0
 1 0 0 1 1 1 0 1 0 0
 1 0 1 1 0 1 0 1 0 0
 0 0 1 1 0 1 0 0 1 1
 0 0 1 0 0 1 1 1 0 1
 0 1 1 0 0 1 1 0 0 1
 0 1 0 0 0 1 1 1 1 0
 1 1 1 0 1 0 1 0 0 0
 0 0 1 0 1 0 0 1 1 1
 1 0 1 0 1 1 0 0 0 1
 1 1 1 0 1 0 0 0 1 0
 0 1 1 0 0 0 1 1 0 1
 1 0 0 1 0 0 1 0 1 1
 1 0 1 1 0 0 1 0 0 1
 0 1 0 0 1 1 0 0 1 1

Warwick 1019: balanced orders and products, 5 products per order
20 10
 0 1 0 1 1 1 1 0 0 0
 0 0 1 0 1 1 0 0 1 1
 0 1 1 0 1 1 1 0 0 0
 0 0 0 1 0 1 0 1 1 1
 0 0 1 1 0 0 1 1 0 1
 1 1 0 0 1 0 1 0 0 1
 0 1 0 1 0 0 1 0 1 1
 0 0 0 1 1 0 1 1 1 0
 1 1 1 0 0 0 0 0 1 1
 1 1 0 1 0 0 0 1 0 1
 1 0 0 1 1 1 0 1 0 0
 0 1 0 0 1 0 1 1 0 1
 0 1 0 0 1 1 1 0 0 1
 1 1 1 1 0 0 0 1 0 0
 1 0 0 0 0 1 1 1 1 0
 1 1 1 0 0 0 0 1 1 0
 1 0 1 1 1 0 1 0 0 0
 1 0 1 0 0 1 0 0 1 1
 1 0 1 0 1 1 0 0 1 0
 0 0 1 1 0 1 0 1 1 0

Warwick 1020: balanced orders and products, 5 products per order
20 10
 0 1 1 1 0 0 0 1 0 1
 1 0 0 0 1 0 0 1 1 1
 0 1 0 1 1 0 0 1 1 0
 0 1 0 1 1 1 0 0 1 0
 1 0 0 1 1 0 1 0 0 1
 1 0 1 0 1 0 0 1 1 0
 1 0 1 1 0 0 0 0 1 1
 1 1 1 0 0 0 1 1 0 0
 1 0 0 1 1 1 0 0 0 1
 0 1 1 0 1 1 0 0 1 0
 0 1 0 1 0 0 1 0 1 1
 0 0 1 0 1 1 1 0 1 0
 1 0 0 1 0 1 0 1 0 1
 1 0 1 1 0 0 1 0 0 1
 1 0 0 1 1 1 1 0 0 0
 0 1 1 0 0 1 1 1 0 0
 0 1 0 0 0 1 0 1 1 1
 0 1 1 0 0 0 1 1 0 1
 0 1 0 0 1 1 1 1 0 0
 1 0 1 0 0 1 1 0 1 0

